序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4540,300405,科隆股份,5.12,-1.92,-0.1,84783.0,43718865.52,3.45,5.27,5.09,5.22,5.22,1.14,3.88,-23.52,3.37,1455988076.0,1120219387.0,-0.19,-0.39,4.07,5.79
4541,301617,博苑股份,35.68,-1.92,-0.7,14626.0,52577673.2,2.61,36.45,35.5,36.3,36.38,1.05,4.62,24.29,2.92,4768275200.0,1130531433.0,-0.03,0.03,-5.98,-8.37
4542,430198,微创光电,13.28,-1.92,-0.26,44568.0,59655998.17,4.28,13.74,13.16,13.64,13.54,0.48,6.34,-13.23,5.33,2142912220.0,932845340.0,0.0,0.15,-5.61,27.45
4543,300656,民德电子,26.58,-1.92,-0.52,65078.0,173246314.68,4.69,27.66,26.39,27.31,27.1,0.52,4.9,33.97,4.44,4548504414.0,3532425969.0,-0.04,0.0,7.0,6.83
4544,300122,智飞生物,18.9,-1.92,-0.37,144873.0,275082392.14,2.13,19.27,18.86,19.26,19.27,0.8,1.02,-37.07,1.48,45242626218.0,26730388087.0,0.11,0.11,-27.34,-28.14
4545,300200,高盟新材,10.74,-1.92,-0.21,423492.0,455930345.48,3.29,10.95,10.59,10.8,10.95,0.92,10.01,29.96,2.96,4628652232.0,4545845286.0,0.09,0.19,22.46,29.71
4546,831175,派诺科技,21.46,-1.92,-0.42,11879.0,25743756.29,4.48,22.3,21.32,22.08,21.88,0.45,2.38,-36.88,2.27,1708430600.0,1071831052.0,0.23,-0.05,-8.45,15.87
4547,603656,泰禾智能,18.85,-1.93,-0.37,15685.0,29774776.0,2.19,19.26,18.84,19.2,19.22,0.69,0.86,413.52,2.69,3456625498.0,3456625498.0,-0.21,0.0,-7.01,-0.37
4548,001319,铭科精技,27.0,-1.93,-0.53,44454.0,121303255.0,3.16,27.82,26.95,27.58,27.53,0.83,3.73,38.72,2.89,3817800000.0,3216741525.0,0.04,0.0,-8.94,7.36
4549,300499,高澜股份,16.74,-1.93,-0.33,116918.0,196757418.54,3.05,17.1,16.58,17.04,17.07,0.85,4.31,98.34,3.74,5109860961.0,4543376716.0,-0.06,0.06,-13.93,-16.96
4550,000595,*ST宝实,5.07,-1.93,-0.1,217673.0,111500251.0,4.64,5.29,5.05,5.17,5.17,0.75,1.91,-59.61,19.72,5772987776.0,5772987776.0,0.0,0.0,-22.0,-20.78
4551,301263,泰恩康,26.4,-1.93,-0.52,61080.0,161665806.22,2.53,26.88,26.2,26.88,26.92,0.62,2.01,89.02,6.55,11233134000.0,8014671852.0,0.11,-0.04,40.8,78.5
4552,833454,同心传动,16.28,-1.93,-0.32,20768.0,34137716.11,3.8,16.78,16.15,16.42,16.6,0.54,3.29,66.09,5.56,1711028000.0,1028556155.0,0.12,-0.06,-5.35,42.06
4553,603207,小方制药,28.46,-1.93,-0.56,28005.0,80273099.0,2.58,29.15,28.4,29.0,29.02,0.66,7.0,19.09,3.51,4569536661.0,1138400000.0,-0.07,-0.11,2.67,1.32
4554,302132,中航成飞,77.85,-1.93,-1.53,252023.0,1975243988.7,2.99,79.78,77.41,78.59,79.38,0.76,4.27,332.9,10.63,208387507972.0,45990704847.0,-0.03,-0.13,23.95,8.46
4555,688268,华特气体,48.91,-1.94,-0.97,12116.0,59643168.0,2.09,49.95,48.91,49.6,49.88,0.74,1.01,33.16,3.21,5888043116.0,5880119696.0,-0.06,-0.02,-1.27,6.51
4556,300696,爱乐达,20.25,-1.94,-0.4,139014.0,283628176.94,3.2,20.8,20.14,20.5,20.65,0.57,8.24,469.98,3.23,5936347906.0,3416283844.0,0.05,-0.3,31.24,30.39
